,cal_quarter,PROCODE,standard_los
645,Q1   2023,RJ1,6.884558416
646,Q1   2023,RJ2,8.407741467
647,Q1   2023,RJ6,9.045482194
648,Q1   2023,RJ7,8.728764591
649,Q1   2023,RJC,6.812837205
650,Q1   2023,RJE,7.054440077
651,Q1   2023,RJL,6.674773855
652,Q1   2023,RJN,9.402528699
653,Q1   2023,RJR,10.65871529
654,Q1   2023,RJZ,9.150375892
655,Q1   2023,RK5,7.184801995
656,Q1   2023,RK9,9.129213465
657,Q1   2023,RKB,7.211784462
658,Q1   2023,RKE,9.27969801
659,Q1   2023,RL4,6.790724801
660,Q1   2023,RLQ,14.93379295
661,Q1   2023,RLT,7.982266201
662,Q1   2023,RM1,7.65826557
663,Q1   2023,RM3,7.844766882
664,Q1   2023,RMC,8.476466487
665,Q1   2023,RMP,7.205586959
666,Q1   2023,RN3,6.422576578
667,Q1   2023,RN5,2.889694831
668,Q1   2023,RN7,9.162453146
669,Q1   2023,RNA,11.40270664
670,Q1   2023,RNN,9.67693909
671,Q1   2023,RNQ,7.947666058
672,Q1   2023,RNS,8.412637012
673,Q1   2023,RNZ,7.380104044
674,Q1   2023,RP5,7.682762922
675,Q1   2023,RPA,8.342750761
676,Q1   2023,RQM,8.232870377
677,Q1   2023,RQW,6.771252127
678,Q1   2023,RQX,6.186680482
679,Q1   2023,RR7,8.269073669
680,Q1   2023,RR8,8.89171376
681,Q1   2023,RRF,6.638265134
682,Q1   2023,RRK,7.100910334
683,Q1   2023,RRV,6.969638254
684,Q1   2023,RTD,7.540542968
685,Q1   2023,RTE,8.429065917
686,Q1   2023,RTF,6.268717335
687,Q1   2023,RTG,7.203774302
688,Q1   2023,RTH,6.675293986
689,Q1   2023,RTK,6.702121146
690,Q1   2023,RTP,8.762734112
691,Q1   2023,RTR,7.555899193
692,Q1   2023,RTX,8.370143059
693,Q1   2023,RVJ,7.429063551
694,Q1   2023,RVR,7.683871634
695,Q1   2023,RVV,9.044737436
696,Q1   2023,RVW,5.709403588
697,Q1   2023,RVY,8.552863565
698,Q1   2023,RWA,8.030123653
699,Q1   2023,RWD,7.783015633
700,Q1   2023,RWE,6.784669633
701,Q1   2023,RWF,6.115681934
702,Q1   2023,RWG,4.193850137
703,Q1   2023,RWH,6.793515417
704,Q1   2023,RWJ,7.437944749
705,Q1   2023,RWP,6.145622402
706,Q1   2023,RWW,31.4778627
707,Q1   2023,RWY,6.027530075
708,Q1   2023,RX1,8.010081031
709,Q1   2023,RXC,8.794267518
710,Q1   2023,RXF,5.361398543
711,Q1   2023,RXK,6.263226692
712,Q1   2023,RXL,9.373303072
713,Q1   2023,RXN,8.078537295
714,Q1   2023,RXP,12.9500735
715,Q1   2023,RXQ,9.4529282
716,Q1   2023,RXR,8.029818597
717,Q1   2023,RXW,6.84821149
718,Q1   2023,RYJ,7.860776106
719,Q1   2023,RYR,9.961473892
720,Q2   2018,R0A,7.313988512
721,Q2   2018,R1F,8.42205734
722,Q2   2018,R1H,6.133039626
723,Q2   2018,R1K,6.794124599
724,Q2   2018,RA2,5.769944306
725,Q2   2018,RA4,6.101197459
726,Q2   2018,RA7,6.208747116
727,Q2   2018,RA9,5.577142094
728,Q2   2018,RAE,4.755217693
729,Q2   2018,RAJ,5.271846876
730,Q2   2018,RAL,6.430364937
731,Q2   2018,RAP,6.57024523
732,Q2   2018,RAS,6.333480464
733,Q2   2018,RAX,5.650857844
734,Q2   2018,RBK,6.613627649
735,Q2   2018,RBL,6.539239585
736,Q2   2018,RBN,6.011905434
737,Q2   2018,RBT,7.060446504
738,Q2   2018,RBZ,5.405542024
739,Q2   2018,RC9,6.360137171
740,Q2   2018,RCB,6.753497633
741,Q2   2018,RCD,7.140988582
742,Q2   2018,RCF,6.493016456
743,Q2   2018,RCX,6.04772228
744,Q2   2018,RD1,6.497607667
745,Q2   2018,RD8,6.684207964
746,Q2   2018,RDE,6.573559017
747,Q2   2018,RDU,6.355586985
748,Q2   2018,REF,5.437838
749,Q2   2018,REM,6.935790265
750,Q2   2018,RF4,6.502588876
751,Q2   2018,RFF,5.220155682
752,Q2   2018,RFR,5.41566842
753,Q2   2018,RFS,5.620614129
754,Q2   2018,RGN,6.025023626
755,Q2   2018,RGP,6.897914505
756,Q2   2018,RGR,6.399139449
757,Q2   2018,RGT,7.29793502
758,Q2   2018,RH5,42.18029337
759,Q2   2018,RH8,6.393706075
760,Q2   2018,RHM,7.239175247
761,Q2   2018,RHQ,6.808651831
762,Q2   2018,RHU,6.889187725
763,Q2   2018,RHW,6.193813368
764,Q2   2018,RJ1,5.524026197
765,Q2   2018,RJ2,7.344924221
766,Q2   2018,RJ6,7.535077094
767,Q2   2018,RJ7,6.417002554
768,Q2   2018,RJC,6.715070334
769,Q2   2018,RJE,6.938024437
770,Q2   2018,RJL,6.916672706
771,Q2   2018,RJN,7.579883775
772,Q2   2018,RJR,7.658250601
773,Q2   2018,RJZ,7.717677266
774,Q2   2018,RK5,6.715843032
775,Q2   2018,RK9,6.190841205
776,Q2   2018,RKB,6.943141224
777,Q2   2018,RKE,6.452405616
778,Q2   2018,RL4,7.857553821
779,Q2   2018,RLQ,6.852794417
780,Q2   2018,RLT,7.084314935
781,Q2   2018,RM1,5.962170568
782,Q2   2018,RM3,8.178951293
783,Q2   2018,RMC,5.9133588
784,Q2   2018,RMP,7.131249148
785,Q2   2018,RN3,5.650846674
786,Q2   2018,RN5,7.079369457
787,Q2   2018,RN7,6.602044288
788,Q2   2018,RNA,6.758532888
789,Q2   2018,RNN,26.86017804
790,Q2   2018,RNQ,8.060934507
791,Q2   2018,RNS,7.518060362
792,Q2   2018,RNZ,6.78972079
793,Q2   2018,RP5,5.94709094
794,Q2   2018,RPA,5.912191788
795,Q2   2018,RQM,5.954104971
796,Q2   2018,RQW,6.843141341
797,Q2   2018,RQX,5.922158334
798,Q2   2018,RR7,7.198101287
799,Q2   2018,RR8,7.828053128
800,Q2   2018,RRF,4.865237563
801,Q2   2018,RRK,6.698511999
802,Q2   2018,RRV,6.903767357
803,Q2   2018,RTD,6.884902096
804,Q2   2018,RTE,5.714175791
805,Q2   2018,RTF,6.447322211
806,Q2   2018,RTG,6.108296389
807,Q2   2018,RTH,5.611107987
808,Q2   2018,RTK,5.688173332
809,Q2   2018,RTP,7.195170148
810,Q2   2018,RTR,6.452366157
811,Q2   2018,RTX,6.987275215
812,Q2   2018,RVJ,6.601313139
813,Q2   2018,RVR,6.799106849
814,Q2   2018,RVV,6.40164013
815,Q2   2018,RVW,5.783323516
816,Q2   2018,RVY,6.51337589
817,Q2   2018,RWA,5.960498319
818,Q2   2018,RWD,6.633292326
819,Q2   2018,RWE,6.024590973
820,Q2   2018,RWF,6.10637813
821,Q2   2018,RWG,6.68053962
822,Q2   2018,RWH,5.82758749
823,Q2   2018,RWJ,6.585239778
824,Q2   2018,RWP,6.523681169
825,Q2   2018,RWW,7.413180567
826,Q2   2018,RWY,6.016064556
827,Q2   2018,RX1,6.469069032
828,Q2   2018,RXC,2.382222758
829,Q2   2018,RXF,6.584487293
830,Q2   2018,RXK,6.095910672
831,Q2   2018,RXL,7.910821122
832,Q2   2018,RXN,7.456390255
833,Q2   2018,RXP,6.217044804
834,Q2   2018,RXQ,7.645604472
835,Q2   2018,RXR,6.624891774
836,Q2   2018,RXW,5.886076545
837,Q2   2018,RYJ,7.42503514
838,Q2   2018,RYR,7.043509803
839,Q2   2019,R0A,7.283108703
840,Q2   2019,R0B,6.393987437
841,Q2   2019,R1F,9.013038523
842,Q2   2019,R1H,6.517339656
843,Q2   2019,R1K,6.926544633
844,Q2   2019,RA2,5.675411333
845,Q2   2019,RA4,6.173465829
846,Q2   2019,RA7,5.918500741
847,Q2   2019,RA9,5.785068983
848,Q2   2019,RAE,5.040436538
849,Q2   2019,RAJ,5.367851611
850,Q2   2019,RAL,6.127864656
851,Q2   2019,RAP,6.580237922
852,Q2   2019,RAS,6.404866426
853,Q2   2019,RAX,5.533452566
854,Q2   2019,RBK,6.216747625
855,Q2   2019,RBL,7.070089732
856,Q2   2019,RBN,6.268878144
857,Q2   2019,RBT,6.589621868
858,Q2   2019,RBZ,5.433377593
859,Q2   2019,RC9,5.778062727
860,Q2   2019,RCB,6.535344975
861,Q2   2019,RCD,6.33839245
862,Q2   2019,RCF,6.346315155
863,Q2   2019,RCX,5.364356529
864,Q2   2019,RD1,5.973868446
865,Q2   2019,RD8,6.633130212
866,Q2   2019,RDE,6.341471413
867,Q2   2019,RDU,6.227017643
868,Q2   2019,REF,6.075949636
869,Q2   2019,REM,6.808667198
870,Q2   2019,RF4,6.671073354
871,Q2   2019,RFF,4.612438489
872,Q2   2019,RFR,5.281883699
873,Q2   2019,RFS,6.032233557
874,Q2   2019,RGN,6.355774134
875,Q2   2019,RGP,6.985626496
876,Q2   2019,RGR,6.644368221
877,Q2   2019,RGT,7.117796412
878,Q2   2019,RH5,38.20616219
879,Q2   2019,RH8,6.647470123
880,Q2   2019,RHM,6.910830809
881,Q2   2019,RHQ,6.390089583
882,Q2   2019,RHU,6.777054542
883,Q2   2019,RHW,5.885424944
884,Q2   2019,RJ1,5.712079723
885,Q2   2019,RJ2,6.967905205
886,Q2   2019,RJ6,7.458423905
887,Q2   2019,RJ7,6.410638887
888,Q2   2019,RJC,6.393264986
889,Q2   2019,RJE,6.740991382
890,Q2   2019,RJL,6.604259016
891,Q2   2019,RJN,7.744746089
892,Q2   2019,RJR,8.044042525
893,Q2   2019,RJZ,7.526416476
894,Q2   2019,RK5,6.072117447
895,Q2   2019,RK9,6.315887451
896,Q2   2019,RKB,6.887383038
897,Q2   2019,RKE,6.459928198
898,Q2   2019,RL4,7.595172131
899,Q2   2019,RLQ,5.995256915
900,Q2   2019,RLT,6.819966575
901,Q2   2019,RM1,6.04633175
902,Q2   2019,RM3,8.232900267
903,Q2   2019,RMC,6.277274901
904,Q2   2019,RMP,6.516251892
905,Q2   2019,RN3,6.042017856
906,Q2   2019,RN5,6.576409476
907,Q2   2019,RN7,6.604728869
908,Q2   2019,RNA,6.279313597
909,Q2   2019,RNN,7.955567896
910,Q2   2019,RNQ,6.927445074
911,Q2   2019,RNS,6.850846747
912,Q2   2019,RNZ,6.990130107
913,Q2   2019,RP5,6.010039368
914,Q2   2019,RPA,6.356905171
915,Q2   2019,RQM,5.445225283
916,Q2   2019,RQW,6.420537122
917,Q2   2019,RQX,5.782166265
918,Q2   2019,RR7,7.229283735
919,Q2   2019,RR8,7.886456809
920,Q2   2019,RRF,5.149162219
921,Q2   2019,RRK,6.644257531
922,Q2   2019,RRV,6.735592306
923,Q2   2019,RTD,6.550066471
924,Q2   2019,RTE,5.671633884
925,Q2   2019,RTF,5.907938337
926,Q2   2019,RTG,6.19829791
927,Q2   2019,RTH,5.399146569
928,Q2   2019,RTK,6.10771697
929,Q2   2019,RTP,6.919292113
930,Q2   2019,RTR,6.590471097
931,Q2   2019,RTX,6.664264303
932,Q2   2019,RVJ,6.574438879
933,Q2   2019,RVR,6.686284901
934,Q2   2019,RVV,6.361591462
935,Q2   2019,RVW,5.300130182
936,Q2   2019,RVY,6.988290883
937,Q2   2019,RWA,5.907698779
938,Q2   2019,RWD,6.20902197
939,Q2   2019,RWE,5.622374071
940,Q2   2019,RWF,5.97127516
941,Q2   2019,RWG,6.315528285
942,Q2   2019,RWH,5.337376814
943,Q2   2019,RWJ,6.913432827
944,Q2   2019,RWP,6.326314446
945,Q2   2019,RWW,6.471037074
946,Q2   2019,RWY,5.495937943
947,Q2   2019,RX1,6.531359991
948,Q2   2019,RXC,6.534975912
949,Q2   2019,RXF,6.54825312
950,Q2   2019,RXK,5.487027513
951,Q2   2019,RXL,7.769140531
952,Q2   2019,RXN,7.372715843
953,Q2   2019,RXP,6.062663859
954,Q2   2019,RXQ,7.153711489
955,Q2   2019,RXR,6.881875423
956,Q2   2019,RXW,5.793561192
957,Q2   2019,RYJ,6.656320685
958,Q2   2019,RYR,6.70671143
959,Q2   2020,R0A,7.698049911
960,Q2   2020,R0B,5.535937165
961,Q2   2020,R0D,0
962,Q2   2020,R1F,6.938345151
963,Q2   2020,R1H,6.640806528
964,Q2   2020,R1K,6.634767109
965,Q2   2020,RA2,5.058756824
966,Q2   2020,RA4,5.690359115
967,Q2   2020,RA7,6.274723474
968,Q2   2020,RA9,5.595602678
969,Q2   2020,RAE,5.256662793
970,Q2   2020,RAJ,5.674377176
971,Q2   2020,RAL,6.384355807
972,Q2   2020,RAP,7.028387196
973,Q2   2020,RAS,6.468903932
974,Q2   2020,RAX,5.394652724
975,Q2   2020,RBK,6.243271457
976,Q2   2020,RBL,6.754877952
977,Q2   2020,RBN,5.982542637
978,Q2   2020,RBT,6.356053987
979,Q2   2020,RBZ,5.080538339
980,Q2   2020,RC9,5.780765267
981,Q2   2020,RCB,5.501286624
982,Q2   2020,RCD,6.085102231
983,Q2   2020,RCF,6.293995509
984,Q2   2020,RCX,5.967551036
985,Q2   2020,RD1,4.99797179
986,Q2   2020,RD8,5.5394133
987,Q2   2020,RDE,5.715208567
988,Q2   2020,RDU,6.479835546
989,Q2   2020,REF,5.114065215
990,Q2   2020,REM,6.936091187
991,Q2   2020,RF4,6.55795206
992,Q2   2020,RFF,4.913589045
993,Q2   2020,RFR,4.784248465
994,Q2   2020,RFS,4.689716387
995,Q2   2020,RGN,6.010112549
996,Q2   2020,RGP,7.207989021
997,Q2   2020,RGR,6.050838007
998,Q2   2020,RGT,7.037240629
999,Q2   2020,RH5,7.451049704
1000,Q2   2020,RH8,6.058577619
1001,Q2   2020,RHM,6.073493193
1002,Q2   2020,RHQ,6.406851197
1003,Q2   2020,RHU,5.626231673
1004,Q2   2020,RHW,5.909746372
1005,Q2   2020,RJ1,7.326458688
1006,Q2   2020,RJ2,6.912909874
1007,Q2   2020,RJ6,8.281705478
1008,Q2   2020,RJ7,7.164042038
1009,Q2   2020,RJC,6.132855803
1010,Q2   2020,RJE,6.462758898
1011,Q2   2020,RJL,5.710805983
1012,Q2   2020,RJN,7.322539994
1013,Q2   2020,RJR,8.214782337
1014,Q2   2020,RJZ,8.18989631
1015,Q2   2020,RK5,4.886543353
1016,Q2   2020,RK9,6.149076825
1017,Q2   2020,RKB,5.745824328
1018,Q2   2020,RKE,7.403193974
1019,Q2   2020,RL4,7.59524137
1020,Q2   2020,RLQ,5.777893568
1021,Q2   2020,RLT,6.513272351
1022,Q2   2020,RM1,5.652800506
1023,Q2   2020,RM3,8.932929454
1024,Q2   2020,RMC,5.628071568
1025,Q2   2020,RMP,6.124479641
1026,Q2   2020,RN3,5.275563285
1027,Q2   2020,RN5,6.1600125
1028,Q2   2020,RN7,5.828398553
1029,Q2   2020,RNA,6.13239941
1030,Q2   2020,RNN,7.680388445
1031,Q2   2020,RNQ,7.077862976
1032,Q2   2020,RNS,6.535195982
1033,Q2   2020,RNZ,7.074296853
1034,Q2   2020,RP5,6.199212339
1035,Q2   2020,RPA,5.893449652
1036,Q2   2020,RQM,5.448394449
1037,Q2   2020,RQW,6.709401805
1038,Q2   2020,RQX,6.608176008
1039,Q2   2020,RR7,6.464109492
1040,Q2   2020,RR8,7.259296315
1041,Q2   2020,RRF,5.031200383
1042,Q2   2020,RRK,6.204759616
1043,Q2   2020,RRV,8.418425442
1044,Q2   2020,RTD,5.809102573
1045,Q2   2020,RTE,5.213969326
1046,Q2   2020,RTF,5.551075709
1047,Q2   2020,RTG,5.554182265
1048,Q2   2020,RTH,5.803032923
1049,Q2   2020,RTK,5.865008382
1050,Q2   2020,RTP,6.230953647
1051,Q2   2020,RTR,6.995286245
1052,Q2   2020,RTX,6.264506204
1053,Q2   2020,RVJ,5.88674072
1054,Q2   2020,RVR,6.782727221
1055,Q2   2020,RVV,6.01248002
1056,Q2   2020,RVW,5.004647871
1057,Q2   2020,RVY,6.534930704
1058,Q2   2020,RWA,6.278527153
1059,Q2   2020,RWD,5.53751979
1060,Q2   2020,RWE,5.799142197
1061,Q2   2020,RWF,5.231853686
1062,Q2   2020,RWG,5.9276448
1063,Q2   2020,RWH,5.335896598
1064,Q2   2020,RWJ,6.296669956
1065,Q2   2020,RWP,5.086724967
1066,Q2   2020,RWW,6.539390695
1067,Q2   2020,RWY,4.928686049
1068,Q2   2020,RX1,6.289584996
1069,Q2   2020,RXC,6.364824364
1070,Q2   2020,RXF,5.758939017
1071,Q2   2020,RXK,6.132960393
1072,Q2   2020,RXL,7.37526481
1073,Q2   2020,RXN,7.304072776
1074,Q2   2020,RXP,5.595074066
1075,Q2   2020,RXQ,8.110097278
1076,Q2   2020,RXR,6.189897246
1077,Q2   2020,RXW,5.315704298
1078,Q2   2020,RYJ,7.541544169
1079,Q2   2020,RYR,5.808290493
1080,Q2   2021,R0A,6.320903876
1081,Q2   2021,R0B,5.656200211
1082,Q2   2021,R0D,0
1083,Q2   2021,R1F,7.22383792
1084,Q2   2021,R1H,6.22652603
1085,Q2   2021,R1K,5.799820249
1086,Q2   2021,RA2,4.910481638
1087,Q2   2021,RA4,6.082752819
1088,Q2   2021,RA7,6.671724881
1089,Q2   2021,RA9,5.601849598
1090,Q2   2021,RAE,5.258603936
1091,Q2   2021,RAJ,5.908902371
1092,Q2   2021,RAL,5.811123375
1093,Q2   2021,RAP,6.864410371
1094,Q2   2021,RAS,6.04166816
1095,Q2   2021,RAX,6.144449259
1096,Q2   2021,RBK,5.73050275
1097,Q2   2021,RBL,6.436930917
1098,Q2   2021,RBN,5.900199013
1099,Q2   2021,RBT,6.697261291
1100,Q2   2021,RBZ,5.414505258
1101,Q2   2021,RC9,5.33145859
1102,Q2   2021,RCB,5.410668751
1103,Q2   2021,RCD,6.39649533
1104,Q2   2021,RCF,5.726751263
1105,Q2   2021,RCX,6.374771199
1106,Q2   2021,RD1,5.605227177
1107,Q2   2021,RD8,5.883802023
1108,Q2   2021,RDE,5.780290968
1109,Q2   2021,RDU,6.292810287
1110,Q2   2021,REF,5.665733403
1111,Q2   2021,REM,6.738042641
1112,Q2   2021,RF4,6.401924872
1113,Q2   2021,RFF,5.015669785
1114,Q2   2021,RFR,5.576153305
1115,Q2   2021,RFS,4.990190661
1116,Q2   2021,RGN,6.5343127
1117,Q2   2021,RGP,7.022380087
1118,Q2   2021,RGR,6.559467063
1119,Q2   2021,RGT,7.204858498
1120,Q2   2021,RH5,7.888765281
1121,Q2   2021,RH8,6.255794074
1122,Q2   2021,RHM,6.185000247
1123,Q2   2021,RHQ,6.324340053
1124,Q2   2021,RHU,5.884769548
1125,Q2   2021,RHW,5.424776904
1126,Q2   2021,RJ1,5.849183328
1127,Q2   2021,RJ2,7.905238365
1128,Q2   2021,RJ6,7.162206678
1129,Q2   2021,RJ7,7.3354304
1130,Q2   2021,RJC,5.753354323
1131,Q2   2021,RJE,6.112938001
1132,Q2   2021,RJL,6.061016261
1133,Q2   2021,RJN,7.344319903
1134,Q2   2021,RJR,6.886715182
1135,Q2   2021,RJZ,7.619107831
1136,Q2   2021,RK5,5.926277087
1137,Q2   2021,RK9,6.865881928
1138,Q2   2021,RKB,5.937342598
1139,Q2   2021,RKE,6.627807425
1140,Q2   2021,RL4,6.495989622
1141,Q2   2021,RLQ,6.167851165
1142,Q2   2021,RLT,6.495236289
1143,Q2   2021,RM1,6.061969385
1144,Q2   2021,RM3,7.974067792
1145,Q2   2021,RMC,6.180298148
1146,Q2   2021,RMP,5.507406555
1147,Q2   2021,RN3,5.658779213
1148,Q2   2021,RN5,5.186479024
1149,Q2   2021,RN7,5.906420381
1150,Q2   2021,RNA,6.375977024
1151,Q2   2021,RNN,6.916196135
1152,Q2   2021,RNQ,7.301467574
1153,Q2   2021,RNS,6.287596239
1154,Q2   2021,RNZ,6.889630936
1155,Q2   2021,RP5,6.326810591
1156,Q2   2021,RPA,5.713208146
1157,Q2   2021,RQM,5.641026833
1158,Q2   2021,RQW,5.878119366
1159,Q2   2021,RQX,5.247795581
1160,Q2   2021,RR7,6.396220301
1161,Q2   2021,RR8,7.415078461
1162,Q2   2021,RRF,5.079792972
1163,Q2   2021,RRK,6.119241178
1164,Q2   2021,RRV,6.760385484
1165,Q2   2021,RTD,5.872330566
1166,Q2   2021,RTE,5.687017563
1167,Q2   2021,RTF,5.400835967
1168,Q2   2021,RTG,5.614887443
1169,Q2   2021,RTH,5.54959501
1170,Q2   2021,RTK,5.857401938
1171,Q2   2021,RTP,6.785508357
1172,Q2   2021,RTR,6.481673127
1173,Q2   2021,RTX,6.465193046
1174,Q2   2021,RVJ,6.454181634
1175,Q2   2021,RVR,6.026226051
1176,Q2   2021,RVV,5.754312269
1177,Q2   2021,RVW,4.834090771
1178,Q2   2021,RVY,6.051866602
1179,Q2   2021,RWA,6.27212277
1180,Q2   2021,RWD,6.366412484
1181,Q2   2021,RWE,5.990484135
1182,Q2   2021,RWF,5.050133907
1183,Q2   2021,RWG,5.631592588
1184,Q2   2021,RWH,5.446718967
1185,Q2   2021,RWJ,5.983326188
1186,Q2   2021,RWP,5.325158246
1187,Q2   2021,RWW,6.340975463
1188,Q2   2021,RWY,5.069794657
1189,Q2   2021,RX1,6.122565596
1190,Q2   2021,RXC,6.533561187
1191,Q2   2021,RXF,5.886475744
1192,Q2   2021,RXK,5.620545008
1193,Q2   2021,RXL,7.504978605
1194,Q2   2021,RXN,6.933089173
1195,Q2   2021,RXP,5.610774018
1196,Q2   2021,RXQ,7.225714681
1197,Q2   2021,RXR,6.591076035
1198,Q2   2021,RXW,5.539034348
1199,Q2   2021,RYJ,6.514343858
1200,Q2   2021,RYR,6.676927254
1201,Q2   2022,R0A,7.565633154
1202,Q2   2022,R0B,6.737602199
1203,Q2   2022,R0D,0
1204,Q2   2022,R1F,7.775614786
1205,Q2   2022,R1H,7.410638158
1206,Q2   2022,R1K,6.471391218
1207,Q2   2022,RA2,5.808322001
1208,Q2   2022,RA4,7.942965346
1209,Q2   2022,RA7,7.47046119
1210,Q2   2022,RA9,7.995574855
1211,Q2   2022,RAE,5.480556936
1212,Q2   2022,RAJ,7.455750204
1213,Q2   2022,RAL,7.117891741
1214,Q2   2022,RAP,8.692637275
1215,Q2   2022,RAS,6.843177599
1216,Q2   2022,RAX,6.896578917
1217,Q2   2022,RBK,6.547828052
1218,Q2   2022,RBL,7.826262238
1219,Q2   2022,RBN,6.883912519
1220,Q2   2022,RBT,7.541685191
1221,Q2   2022,RC9,6.231230425
1222,Q2   2022,RCB,7.337229977
1223,Q2   2022,RCD,7.55383543
1224,Q2   2022,RCF,6.677595012
1225,Q2   2022,RCX,7.474421342
1226,Q2   2022,RD1,6.560599878
1227,Q2   2022,RD8,7.460903362
1228,Q2   2022,RDE,7.093327787
1229,Q2   2022,RDU,7.52601723
1230,Q2   2022,REF,7.845255247
1231,Q2   2022,REM,7.930531368
1232,Q2   2022,RF4,7.027387629
1233,Q2   2022,RFF,5.663922384
1234,Q2   2022,RFR,6.467704071
1235,Q2   2022,RFS,6.150479658
1236,Q2   2022,RGN,7.445663153
1237,Q2   2022,RGP,8.265764853
1238,Q2   2022,RGR,7.015172121
1239,Q2   2022,RGT,8.670258983
1240,Q2   2022,RH5,9.498041554
1241,Q2   2022,RH8,6.65940027
1242,Q2   2022,RHM,7.243241962
1243,Q2   2022,RHQ,7.403367607
1244,Q2   2022,RHU,6.598160346
1245,Q2   2022,RHW,6.001520231
1246,Q2   2022,RJ1,6.535060759
1247,Q2   2022,RJ2,7.609966956
1248,Q2   2022,RJ6,8.735231759
1249,Q2   2022,RJ7,8.666169422
1250,Q2   2022,RJC,7.016810452
1251,Q2   2022,RJE,6.80171701
1252,Q2   2022,RJL,6.83334624
1253,Q2   2022,RJN,10.56875269
1254,Q2   2022,RJR,9.456007101
1255,Q2   2022,RJZ,8.343216984
1256,Q2   2022,RK5,7.322099517
1257,Q2   2022,RK9,8.786914365
1258,Q2   2022,RKB,6.674788026
1259,Q2   2022,RKE,7.835867457
1260,Q2   2022,RL4,6.875321261
1261,Q2   2022,RLQ,7.865850856
1262,Q2   2022,RLT,7.916611269
1263,Q2   2022,RM1,7.291474016
1264,Q2   2022,RM3,8.038630586
1265,Q2   2022,RMC,7.099653271
1266,Q2   2022,RMP,7.492188367
1267,Q2   2022,RN3,6.911226008
1268,Q2   2022,RN5,6.443683194
1269,Q2   2022,RN7,7.107445719
1270,Q2   2022,RNA,7.240750601
1271,Q2   2022,RNN,8.811489517
1272,Q2   2022,RNQ,7.623008792
1273,Q2   2022,RNS,6.978531467
1274,Q2   2022,RNZ,8.669771391
1275,Q2   2022,RP5,7.403093191
1276,Q2   2022,RPA,6.966450888
