,cal_quarter,PROCODE,standard_los
1277,Q2   2022,RQM,7.135286689
1278,Q2   2022,RQW,7.337590578
1279,Q2   2022,RQX,6.014383849
1280,Q2   2022,RR7,7.957158492
1281,Q2   2022,RR8,8.209111781
1282,Q2   2022,RRF,6.186830593
1283,Q2   2022,RRK,6.844011983
1284,Q2   2022,RRV,7.124128609
1285,Q2   2022,RTD,6.996658791
1286,Q2   2022,RTE,7.731573713
1287,Q2   2022,RTF,6.0563913
1288,Q2   2022,RTG,7.005102645
1289,Q2   2022,RTH,6.726544938
1290,Q2   2022,RTK,6.665535917
1291,Q2   2022,RTP,8.092145774
1292,Q2   2022,RTR,0.126412806
1293,Q2   2022,RTX,7.582033264
1294,Q2   2022,RVJ,7.194402436
1295,Q2   2022,RVR,7.163878893
1296,Q2   2022,RVV,7.186180007
1297,Q2   2022,RVW,5.278713432
1298,Q2   2022,RVY,7.401375686
1299,Q2   2022,RWA,7.345356269
1300,Q2   2022,RWD,7.522493759
1301,Q2   2022,RWE,6.694059741
1302,Q2   2022,RWF,6.335200927
1303,Q2   2022,RWG,6.401128688
1304,Q2   2022,RWH,6.469574549
1305,Q2   2022,RWJ,7.247265887
1306,Q2   2022,RWP,5.963273457
1307,Q2   2022,RWW,7.454230294
1308,Q2   2022,RWY,6.20538556
1309,Q2   2022,RX1,7.41548439
1310,Q2   2022,RXC,8.201722795
1311,Q2   2022,RXF,6.638948314
1312,Q2   2022,RXK,5.929012623
1313,Q2   2022,RXL,8.804318992
1314,Q2   2022,RXN,8.392022508
1315,Q2   2022,RXP,6.395805394
1316,Q2   2022,RXQ,7.487100286
1317,Q2   2022,RXR,7.598838699
1318,Q2   2022,RXW,6.627197525
1319,Q2   2022,RYJ,7.612685733
1320,Q2   2022,RYR,8.534719778
1321,Q3   2018,R0A,7.436326809
1322,Q3   2018,R1F,8.076315287
1323,Q3   2018,R1H,6.155716273
1324,Q3   2018,R1K,6.597473961
1325,Q3   2018,RA2,5.407390286
1326,Q3   2018,RA4,6.227735294
1327,Q3   2018,RA7,5.954507904
1328,Q3   2018,RA9,5.420941482
1329,Q3   2018,RAE,4.813392246
1330,Q3   2018,RAJ,5.352142365
1331,Q3   2018,RAL,6.296886845
1332,Q3   2018,RAP,6.547825091
1333,Q3   2018,RAS,6.221895475
1334,Q3   2018,RAX,5.258698776
1335,Q3   2018,RBK,6.265789207
1336,Q3   2018,RBL,6.476011422
1337,Q3   2018,RBN,6.053497646
1338,Q3   2018,RBT,6.728492838
1339,Q3   2018,RBZ,5.365927779
1340,Q3   2018,RC9,6.148254525
1341,Q3   2018,RCB,6.365843166
1342,Q3   2018,RCD,6.296630724
1343,Q3   2018,RCF,6.38673948
1344,Q3   2018,RCX,5.825633019
1345,Q3   2018,RD1,6.326464122
1346,Q3   2018,RD8,6.563840328
1347,Q3   2018,RDE,6.295028371
1348,Q3   2018,RDU,6.123425657
1349,Q3   2018,REF,5.503506619
1350,Q3   2018,REM,6.676975421
1351,Q3   2018,RF4,6.599845032
1352,Q3   2018,RFF,4.891126524
1353,Q3   2018,RFR,5.278395157
1354,Q3   2018,RFS,5.58584088
1355,Q3   2018,RGN,5.916928246
1356,Q3   2018,RGP,6.687638404
1357,Q3   2018,RGR,6.181507716
1358,Q3   2018,RGT,7.345184232
1359,Q3   2018,RH5,33.12411509
1360,Q3   2018,RH8,6.470483994
1361,Q3   2018,RHM,7.203810952
1362,Q3   2018,RHQ,6.713595877
1363,Q3   2018,RHU,7.163811106
1364,Q3   2018,RHW,5.643106229
1365,Q3   2018,RJ1,5.404733563
1366,Q3   2018,RJ2,6.933948793
1367,Q3   2018,RJ6,7.046913084
1368,Q3   2018,RJ7,6.180831728
1369,Q3   2018,RJC,6.702432344
1370,Q3   2018,RJE,6.525322933
1371,Q3   2018,RJL,6.638833601
1372,Q3   2018,RJN,7.512381848
1373,Q3   2018,RJR,7.907599629
1374,Q3   2018,RJZ,7.455091827
1375,Q3   2018,RK5,6.453195753
1376,Q3   2018,RK9,6.151059555
1377,Q3   2018,RKB,6.652263982
1378,Q3   2018,RKE,6.728941272
1379,Q3   2018,RL4,7.633083669
1380,Q3   2018,RLQ,6.396881183
1381,Q3   2018,RLT,6.642004682
1382,Q3   2018,RM1,5.840111178
1383,Q3   2018,RM3,7.678435554
1384,Q3   2018,RMC,6.092625826
1385,Q3   2018,RMP,7.182318757
1386,Q3   2018,RN3,5.552815026
1387,Q3   2018,RN5,6.801954466
1388,Q3   2018,RN7,6.46657714
1389,Q3   2018,RNA,6.36523391
1390,Q3   2018,RNN,35.79585393
1391,Q3   2018,RNQ,8.281490565
1392,Q3   2018,RNS,7.103348597
1393,Q3   2018,RNZ,7.080479147
1394,Q3   2018,RP5,5.842606151
1395,Q3   2018,RPA,6.126170487
1396,Q3   2018,RQM,5.663815673
1397,Q3   2018,RQW,6.557091622
1398,Q3   2018,RQX,5.867811702
1399,Q3   2018,RR7,6.860169487
1400,Q3   2018,RR8,7.653796629
1401,Q3   2018,RRF,4.934718513
1402,Q3   2018,RRK,6.321286674
1403,Q3   2018,RRV,6.491038164
1404,Q3   2018,RTD,6.48258651
1405,Q3   2018,RTE,5.606575024
1406,Q3   2018,RTF,6.201575032
1407,Q3   2018,RTG,5.969765507
1408,Q3   2018,RTH,5.584403505
1409,Q3   2018,RTK,5.988276818
1410,Q3   2018,RTP,7.151137761
1411,Q3   2018,RTR,6.232044308
1412,Q3   2018,RTX,6.890762471
1413,Q3   2018,RVJ,6.457867486
1414,Q3   2018,RVR,6.570855546
1415,Q3   2018,RVV,6.147050262
1416,Q3   2018,RVW,5.511513275
1417,Q3   2018,RVY,6.551526725
1418,Q3   2018,RWA,6.101039747
1419,Q3   2018,RWD,6.631408227
1420,Q3   2018,RWE,5.931900826
1421,Q3   2018,RWF,5.892443483
1422,Q3   2018,RWG,6.58701602
1423,Q3   2018,RWH,5.681958298
1424,Q3   2018,RWJ,6.292860547
1425,Q3   2018,RWP,6.144400503
1426,Q3   2018,RWW,7.109009128
1427,Q3   2018,RWY,5.681467352
1428,Q3   2018,RX1,6.380578778
1429,Q3   2018,RXC,2.256464002
1430,Q3   2018,RXF,6.530565005
1431,Q3   2018,RXK,5.498356701
1432,Q3   2018,RXL,7.769103844
1433,Q3   2018,RXN,7.523644985
1434,Q3   2018,RXP,6.149488493
1435,Q3   2018,RXQ,7.679180942
1436,Q3   2018,RXR,6.677267664
1437,Q3   2018,RXW,5.604571418
1438,Q3   2018,RYJ,7.139111204
1439,Q3   2018,RYR,6.844301433
1440,Q3   2019,R0A,7.334890468
1441,Q3   2019,R0B,6.362370502
1442,Q3   2019,R1F,8.437822788
1443,Q3   2019,R1H,6.571103566
1444,Q3   2019,R1K,6.770596831
1445,Q3   2019,RA2,5.520805737
1446,Q3   2019,RA4,6.073793007
1447,Q3   2019,RA7,6.242905997
1448,Q3   2019,RA9,5.983415221
1449,Q3   2019,RAE,4.820837771
1450,Q3   2019,RAJ,5.431363612
1451,Q3   2019,RAL,6.280898399
1452,Q3   2019,RAP,6.780601253
1453,Q3   2019,RAS,6.333602516
1454,Q3   2019,RAX,5.594425628
1455,Q3   2019,RBK,6.027797629
1456,Q3   2019,RBL,6.859595359
1457,Q3   2019,RBN,6.305573455
1458,Q3   2019,RBT,6.507109586
1459,Q3   2019,RBZ,5.195026919
1460,Q3   2019,RC9,5.667334115
1461,Q3   2019,RCB,6.640760413
1462,Q3   2019,RCD,5.985141203
1463,Q3   2019,RCF,6.48534034
1464,Q3   2019,RCX,5.657087797
1465,Q3   2019,RD1,6.221093296
1466,Q3   2019,RD8,6.672306053
1467,Q3   2019,RDE,6.304934843
1468,Q3   2019,RDU,6.310473037
1469,Q3   2019,REF,5.700707123
1470,Q3   2019,REM,6.742445986
1471,Q3   2019,RF4,6.843464282
1472,Q3   2019,RFF,4.571332638
1473,Q3   2019,RFR,5.425888664
1474,Q3   2019,RFS,5.801412957
1475,Q3   2019,RGN,6.388282991
1476,Q3   2019,RGP,6.824172728
1477,Q3   2019,RGR,6.398549781
1478,Q3   2019,RGT,6.936188712
1479,Q3   2019,RH5,39.49154614
1480,Q3   2019,RH8,6.637975408
1481,Q3   2019,RHM,7.126906559
1482,Q3   2019,RHQ,6.448024835
1483,Q3   2019,RHU,7.007987736
1484,Q3   2019,RHW,5.7100082
1485,Q3   2019,RJ1,5.272069507
1486,Q3   2019,RJ2,7.130739417
1487,Q3   2019,RJ6,7.211319506
1488,Q3   2019,RJ7,6.479706093
1489,Q3   2019,RJC,6.402219527
1490,Q3   2019,RJE,6.327652685
1491,Q3   2019,RJL,6.536732112
1492,Q3   2019,RJN,7.599714051
1493,Q3   2019,RJR,8.018386008
1494,Q3   2019,RJZ,7.357277315
1495,Q3   2019,RK5,6.220817901
1496,Q3   2019,RK9,6.155697702
1497,Q3   2019,RKB,6.800815345
1498,Q3   2019,RKE,6.710440926
1499,Q3   2019,RL4,7.208813548
1500,Q3   2019,RLQ,6.11821242
1501,Q3   2019,RLT,6.767915247
1502,Q3   2019,RM1,6.072126084
1503,Q3   2019,RM3,8.446878666
1504,Q3   2019,RMC,6.152840924
1505,Q3   2019,RMP,6.327082281
1506,Q3   2019,RN3,5.704877726
1507,Q3   2019,RN5,6.425859708
1508,Q3   2019,RN7,6.593527051
1509,Q3   2019,RNA,6.261028124
1510,Q3   2019,RNN,8.757725428
1511,Q3   2019,RNQ,7.070231665
1512,Q3   2019,RNS,6.751438112
1513,Q3   2019,RNZ,7.195855739
1514,Q3   2019,RP5,5.822604416
1515,Q3   2019,RPA,6.261095189
1516,Q3   2019,RQM,5.451534026
1517,Q3   2019,RQW,6.338040205
1518,Q3   2019,RQX,5.781933111
1519,Q3   2019,RR7,6.603779814
1520,Q3   2019,RR8,7.41041702
1521,Q3   2019,RRF,4.990859021
1522,Q3   2019,RRK,6.637987113
1523,Q3   2019,RRV,6.780855813
1524,Q3   2019,RTD,6.406025668
1525,Q3   2019,RTE,5.446958352
1526,Q3   2019,RTF,5.861718922
1527,Q3   2019,RTG,5.945102367
1528,Q3   2019,RTH,5.655653808
1529,Q3   2019,RTK,6.116649375
1530,Q3   2019,RTP,7.549960137
1531,Q3   2019,RTR,6.579651874
1532,Q3   2019,RTX,6.536519888
1533,Q3   2019,RVJ,6.495315658
1534,Q3   2019,RVR,6.155177067
1535,Q3   2019,RVV,6.346884983
1536,Q3   2019,RVW,5.572303126
1537,Q3   2019,RVY,6.47028563
1538,Q3   2019,RWA,6.175521685
1539,Q3   2019,RWD,6.103900332
1540,Q3   2019,RWE,5.634071456
1541,Q3   2019,RWF,5.837059411
1542,Q3   2019,RWG,6.243385217
1543,Q3   2019,RWH,5.254847538
1544,Q3   2019,RWJ,6.439331877
1545,Q3   2019,RWP,6.298021399
1546,Q3   2019,RWW,6.222540128
1547,Q3   2019,RWY,5.579582101
1548,Q3   2019,RX1,6.403186418
1549,Q3   2019,RXC,6.942719507
1550,Q3   2019,RXF,6.514015769
1551,Q3   2019,RXK,5.51365578
1552,Q3   2019,RXL,7.517464614
1553,Q3   2019,RXN,6.891954146
1554,Q3   2019,RXP,5.798707525
1555,Q3   2019,RXQ,7.73485086
1556,Q3   2019,RXR,6.873134794
1557,Q3   2019,RXW,5.62713948
1558,Q3   2019,RYJ,7.219447042
1559,Q3   2019,RYR,6.907557484
1560,Q3   2020,R0A,6.6893986
1561,Q3   2020,R0B,5.237648678
1562,Q3   2020,R0D,0
1563,Q3   2020,R1F,6.176088119
1564,Q3   2020,R1H,5.922019174
1565,Q3   2020,R1K,6.200505343
1566,Q3   2020,RA2,4.81716417
1567,Q3   2020,RA4,5.942031561
1568,Q3   2020,RA7,5.965671657
1569,Q3   2020,RA9,5.302085268
1570,Q3   2020,RAE,5.338114367
1571,Q3   2020,RAJ,5.569968047
1572,Q3   2020,RAL,5.674033866
1573,Q3   2020,RAP,6.702799724
1574,Q3   2020,RAS,5.868652495
1575,Q3   2020,RAX,5.587019388
1576,Q3   2020,RBK,5.462129083
1577,Q3   2020,RBL,6.371081261
1578,Q3   2020,RBN,5.777717
1579,Q3   2020,RBT,6.084648214
1580,Q3   2020,RBZ,5.009011388
1581,Q3   2020,RC9,5.548489153
1582,Q3   2020,RCB,5.275203037
1583,Q3   2020,RCD,5.80257563
1584,Q3   2020,RCF,5.72128452
1585,Q3   2020,RCX,5.88162234
1586,Q3   2020,RD1,5.317801491
1587,Q3   2020,RD8,5.540990735
1588,Q3   2020,RDE,5.628401477
1589,Q3   2020,RDU,5.890984725
1590,Q3   2020,REF,5.459963495
1591,Q3   2020,REM,6.382838462
1592,Q3   2020,RF4,6.163754525
1593,Q3   2020,RFF,4.950411531
1594,Q3   2020,RFR,5.121516794
1595,Q3   2020,RFS,4.72501443
1596,Q3   2020,RGN,6.261634618
1597,Q3   2020,RGP,7.239193897
1598,Q3   2020,RGR,6.338123331
1599,Q3   2020,RGT,7.412578454
1600,Q3   2020,RH5,8.421200284
1601,Q3   2020,RH8,6.056975065
1602,Q3   2020,RHM,5.887631127
1603,Q3   2020,RHQ,6.119312563
1604,Q3   2020,RHU,5.822137085
1605,Q3   2020,RHW,5.42997096
1606,Q3   2020,RJ1,5.841176114
1607,Q3   2020,RJ2,6.202096249
1608,Q3   2020,RJ6,7.261705005
1609,Q3   2020,RJ7,6.2622564
1610,Q3   2020,RJC,5.529909645
1611,Q3   2020,RJE,5.970388584
1612,Q3   2020,RJL,5.960571121
1613,Q3   2020,RJN,6.719708026
1614,Q3   2020,RJR,7.249888055
1615,Q3   2020,RJZ,7.214023764
1616,Q3   2020,RK5,4.992578506
1617,Q3   2020,RK9,6.339976383
1618,Q3   2020,RKB,5.631367343
1619,Q3   2020,RKE,5.922906586
1620,Q3   2020,RL4,6.476531068
1621,Q3   2020,RLQ,5.472251111
1622,Q3   2020,RLT,6.142783757
1623,Q3   2020,RM1,5.910515702
1624,Q3   2020,RM3,7.476004299
1625,Q3   2020,RMC,5.733084198
1626,Q3   2020,RMP,5.64002966
1627,Q3   2020,RN3,5.665543088
1628,Q3   2020,RN5,5.861118595
1629,Q3   2020,RN7,5.992294123
1630,Q3   2020,RNA,6.10584696
1631,Q3   2020,RNN,7.730573552
1632,Q3   2020,RNQ,6.406537879
1633,Q3   2020,RNS,6.463258859
1634,Q3   2020,RNZ,7.122509502
1635,Q3   2020,RP5,6.070201019
1636,Q3   2020,RPA,5.609371223
1637,Q3   2020,RQM,5.839926125
1638,Q3   2020,RQW,6.222382688
1639,Q3   2020,RQX,5.521572909
1640,Q3   2020,RR7,6.029291977
1641,Q3   2020,RR8,7.105773359
1642,Q3   2020,RRF,5.246624489
1643,Q3   2020,RRK,5.446394454
1644,Q3   2020,RRV,6.096188611
1645,Q3   2020,RTD,5.828377404
1646,Q3   2020,RTE,5.396444989
1647,Q3   2020,RTF,5.268663356
1648,Q3   2020,RTG,5.374306919
1649,Q3   2020,RTH,5.601435841
1650,Q3   2020,RTK,5.770371683
1651,Q3   2020,RTP,6.31183979
1652,Q3   2020,RTR,6.355035454
1653,Q3   2020,RTX,6.329971636
1654,Q3   2020,RVJ,5.880129795
1655,Q3   2020,RVR,5.70976159
1656,Q3   2020,RVV,5.761095597
1657,Q3   2020,RVW,5.203625727
1658,Q3   2020,RVY,6.170599042
1659,Q3   2020,RWA,6.00977163
1660,Q3   2020,RWD,6.427533706
1661,Q3   2020,RWE,5.805993051
1662,Q3   2020,RWF,4.984746227
1663,Q3   2020,RWG,5.850598251
1664,Q3   2020,RWH,5.288896399
1665,Q3   2020,RWJ,6.367962979
1666,Q3   2020,RWP,4.896854323
1667,Q3   2020,RWW,6.036644164
1668,Q3   2020,RWY,5.369451055
1669,Q3   2020,RX1,5.946267236
1670,Q3   2020,RXC,6.58481009
1671,Q3   2020,RXF,5.827957275
1672,Q3   2020,RXK,5.340916438
1673,Q3   2020,RXL,7.16816839
1674,Q3   2020,RXN,7.124127242
1675,Q3   2020,RXP,5.469770956
1676,Q3   2020,RXQ,6.818928616
1677,Q3   2020,RXR,6.436681765
1678,Q3   2020,RXW,5.37349024
1679,Q3   2020,RYJ,6.630801642
1680,Q3   2020,RYR,6.007422891
1681,Q3   2021,R0A,6.724449385
1682,Q3   2021,R0B,6.037027556
1683,Q3   2021,R0D,0
1684,Q3   2021,R1F,6.048586164
1685,Q3   2021,R1H,6.645948962
1686,Q3   2021,R1K,6.165742028
1687,Q3   2021,RA2,5.279789236
1688,Q3   2021,RA4,6.776009149
1689,Q3   2021,RA7,6.576126491
1690,Q3   2021,RA9,7.076082257
1691,Q3   2021,RAE,5.621302818
1692,Q3   2021,RAJ,6.1609825
1693,Q3   2021,RAL,6.38256691
1694,Q3   2021,RAP,7.32596991
1695,Q3   2021,RAS,6.449886473
1696,Q3   2021,RAX,6.015106235
1697,Q3   2021,RBK,6.269619304
1698,Q3   2021,RBL,6.659785764
1699,Q3   2021,RBN,6.286972664
1700,Q3   2021,RBT,6.768143868
1701,Q3   2021,RBZ,5.740126912
1702,Q3   2021,RC9,5.538082067
1703,Q3   2021,RCB,5.926540726
1704,Q3   2021,RCD,6.592054536
1705,Q3   2021,RCF,6.121769338
1706,Q3   2021,RCX,6.50812249
1707,Q3   2021,RD1,5.908019944
1708,Q3   2021,RD8,6.374260173
1709,Q3   2021,RDE,6.041520078
1710,Q3   2021,RDU,6.590096084
1711,Q3   2021,REF,6.192977315
1712,Q3   2021,REM,7.48568438
1713,Q3   2021,RF4,6.529976084
1714,Q3   2021,RFF,5.203128605
1715,Q3   2021,RFR,5.855561944
1716,Q3   2021,RFS,5.09016121
1717,Q3   2021,RGN,6.856570904
1718,Q3   2021,RGP,7.650836424
1719,Q3   2021,RGR,6.781216597
1720,Q3   2021,RGT,8.168734992
1721,Q3   2021,RH5,8.062781873
1722,Q3   2021,RH8,6.557716593
1723,Q3   2021,RHM,6.603067237
1724,Q3   2021,RHQ,6.919142973
1725,Q3   2021,RHU,6.39982727
1726,Q3   2021,RHW,5.554302068
1727,Q3   2021,RJ1,5.887125681
1728,Q3   2021,RJ2,6.711529196
1729,Q3   2021,RJ6,7.325799904
1730,Q3   2021,RJ7,7.52363608
1731,Q3   2021,RJC,6.111388189
1732,Q3   2021,RJE,6.488172921
1733,Q3   2021,RJL,6.622429792
1734,Q3   2021,RJN,7.974574172
1735,Q3   2021,RJR,7.982116914
1736,Q3   2021,RJZ,7.932170828
1737,Q3   2021,RK5,6.094004374
1738,Q3   2021,RK9,7.407576317
1739,Q3   2021,RKB,6.27322544
1740,Q3   2021,RKE,6.85103402
1741,Q3   2021,RL4,6.676715912
1742,Q3   2021,RLQ,6.634185765
1743,Q3   2021,RLT,6.932646277
1744,Q3   2021,RM1,6.511219394
1745,Q3   2021,RM3,9.109994524
1746,Q3   2021,RMC,6.345949552
1747,Q3   2021,RMP,6.06846783
1748,Q3   2021,RN3,5.781270202
1749,Q3   2021,RN5,5.451236109
1750,Q3   2021,RN7,6.235250792
1751,Q3   2021,RNA,6.692306097
1752,Q3   2021,RNN,7.380346544
1753,Q3   2021,RNQ,7.289089232
1754,Q3   2021,RNS,6.581286372
1755,Q3   2021,RNZ,7.274358924
1756,Q3   2021,RP5,7.13841626
1757,Q3   2021,RPA,6.344042369
1758,Q3   2021,RQM,5.931291895
1759,Q3   2021,RQW,6.553067849
1760,Q3   2021,RQX,6.044483386
1761,Q3   2021,RR7,6.571288687
1762,Q3   2021,RR8,7.729709546
1763,Q3   2021,RRF,5.318134455
1764,Q3   2021,RRK,6.640329744
1765,Q3   2021,RRV,6.82451206
1766,Q3   2021,RTD,6.444082793
1767,Q3   2021,RTE,5.994421671
1768,Q3   2021,RTF,5.48932656
1769,Q3   2021,RTG,6.150766999
1770,Q3   2021,RTH,5.953362802
1771,Q3   2021,RTK,5.946929662
1772,Q3   2021,RTP,6.937294927
1773,Q3   2021,RTR,6.495984636
1774,Q3   2021,RTX,6.55434649
1775,Q3   2021,RVJ,7.109065981
1776,Q3   2021,RVR,6.245608024
1777,Q3   2021,RVV,6.154652486
1778,Q3   2021,RVW,5.417858302
1779,Q3   2021,RVY,6.372814054
1780,Q3   2021,RWA,6.478469858
1781,Q3   2021,RWD,6.830949234
1782,Q3   2021,RWE,6.348407551
1783,Q3   2021,RWF,5.442730259
1784,Q3   2021,RWG,5.802160843
1785,Q3   2021,RWH,5.994725459
1786,Q3   2021,RWJ,6.146227606
1787,Q3   2021,RWP,5.626664787
1788,Q3   2021,RWW,6.869909733
1789,Q3   2021,RWY,5.733898155
1790,Q3   2021,RX1,6.539228342
1791,Q3   2021,RXC,7.134102382
1792,Q3   2021,RXF,6.352847452
1793,Q3   2021,RXK,5.756896136
1794,Q3   2021,RXL,7.535607153
1795,Q3   2021,RXN,7.773923204
1796,Q3   2021,RXP,6.212149638
1797,Q3   2021,RXQ,7.127332439
1798,Q3   2021,RXR,6.724745344
1799,Q3   2021,RXW,6.071363395
1800,Q3   2021,RYJ,6.772349205
1801,Q3   2021,RYR,7.20154299
1802,Q3   2022,R0A,8.006701189
1803,Q3   2022,R0B,7.15403619
1804,Q3   2022,R0D,0
1805,Q3   2022,R1F,7.793251487
1806,Q3   2022,R1H,7.432186481
1807,Q3   2022,R1K,6.66495806
1808,Q3   2022,RA2,6.612464287
1809,Q3   2022,RA4,7.73725056
1810,Q3   2022,RA7,7.118145076
1811,Q3   2022,RA9,7.037925864
1812,Q3   2022,RAE,6.138202523
1813,Q3   2022,RAJ,7.348248392
1814,Q3   2022,RAL,7.283105291
1815,Q3   2022,RAP,9.183769812
1816,Q3   2022,RAS,6.527070286
1817,Q3   2022,RAX,7.3922411
1818,Q3   2022,RBK,6.513965874
1819,Q3   2022,RBL,7.912422926
1820,Q3   2022,RBN,7.081884251
1821,Q3   2022,RBT,7.253822053
1822,Q3   2022,RC9,6.465188757
1823,Q3   2022,RCB,7.273400146
1824,Q3   2022,RCD,8.007067264
1825,Q3   2022,RCF,6.323450066
1826,Q3   2022,RCX,8.218827325
1827,Q3   2022,RD1,6.5311297
1828,Q3   2022,RD8,7.593635973
1829,Q3   2022,RDE,7.116308879
1830,Q3   2022,REF,6.988478006
1831,Q3   2022,REM,8.164095163
1832,Q3   2022,RF4,7.101857234
1833,Q3   2022,RFF,5.714445499
1834,Q3   2022,RFR,6.638641575
1835,Q3   2022,RFS,6.226054014
1836,Q3   2022,RGN,7.83002125
1837,Q3   2022,RGP,8.447013215
1838,Q3   2022,RGR,7.394018893
1839,Q3   2022,RGT,8.830434302
1840,Q3   2022,RH5,9.675438356
1841,Q3   2022,RH8,7.298629239
1842,Q3   2022,RHM,7.15358511
1843,Q3   2022,RHQ,7.608714581
1844,Q3   2022,RHU,6.800846682
1845,Q3   2022,RHW,6.05475498
1846,Q3   2022,RJ1,6.457604802
1847,Q3   2022,RJ2,7.874552894
1848,Q3   2022,RJ6,9.010599254
1849,Q3   2022,RJ7,8.838171971
1850,Q3   2022,RJC,6.739195688
1851,Q3   2022,RJE,6.876868795
1852,Q3   2022,RJL,6.99143336
1853,Q3   2022,RJN,10.09066132
1854,Q3   2022,RJR,8.294765039
1855,Q3   2022,RJZ,8.39367771
1856,Q3   2022,RK5,7.363306409
1857,Q3   2022,RK9,8.924036232
1858,Q3   2022,RKB,6.933863504
1859,Q3   2022,RKE,8.420689673
1860,Q3   2022,RL4,6.929574034
1861,Q3   2022,RLQ,7.416114349
1862,Q3   2022,RLT,7.813947716
1863,Q3   2022,RM1,7.708241759
1864,Q3   2022,RM3,8.370583382
1865,Q3   2022,RMC,7.483560509
1866,Q3   2022,RMP,7.420268472
1867,Q3   2022,RN3,6.701186865
1868,Q3   2022,RN5,6.775208454
1869,Q3   2022,RN7,7.289667328
1870,Q3   2022,RNA,7.621672619
1871,Q3   2022,RNN,8.874333166
1872,Q3   2022,RNQ,7.700617514
1873,Q3   2022,RNS,7.987677173
1874,Q3   2022,RNZ,9.046083345
1875,Q3   2022,RP5,7.401241662
1876,Q3   2022,RPA,7.266960282
1877,Q3   2022,RQM,7.068715097
1878,Q3   2022,RQW,7.831053192
1879,Q3   2022,RQX,6.811877671
1880,Q3   2022,RR7,7.86260614
1881,Q3   2022,RR8,8.421838293
1882,Q3   2022,RRF,6.494844884
1883,Q3   2022,RRK,6.884007633
1884,Q3   2022,RRV,7.23201429
1885,Q3   2022,RTD,7.001600536
1886,Q3   2022,RTE,7.305028693
1887,Q3   2022,RTF,5.900400346
1888,Q3   2022,RTG,7.138623864
1889,Q3   2022,RTH,6.684584458
1890,Q3   2022,RTK,6.100964944
1891,Q3   2022,RTP,7.708179886
1892,Q3   2022,RTX,8.07529858
1893,Q3   2022,RVJ,7.469085346
1894,Q3   2022,RVR,7.442116759
1895,Q3   2022,RVV,7.77279004
1896,Q3   2022,RVW,5.526899477
1897,Q3   2022,RVY,7.811145878
