,cal_quarter,PROCODE,standard_los
1898,Q3   2022,RWA,7.690001853
1899,Q3   2022,RWD,7.489506102
1900,Q3   2022,RWE,6.654004788
1901,Q3   2022,RWF,6.20727739
1902,Q3   2022,RWG,6.506078334
1903,Q3   2022,RWH,6.177337828
1904,Q3   2022,RWJ,7.769213286
1905,Q3   2022,RWP,6.242236736
1906,Q3   2022,RWW,7.261499799
1907,Q3   2022,RWY,6.162654928
1908,Q3   2022,RX1,7.620965857
1909,Q3   2022,RXC,8.407891292
1910,Q3   2022,RXF,6.685462996
1911,Q3   2022,RXK,6.228097067
1912,Q3   2022,RXL,9.048177199
1913,Q3   2022,RXN,8.284709029
1914,Q3   2022,RXP,6.678706835
1915,Q3   2022,RXQ,7.987425202
1916,Q3   2022,RXR,7.625364924
1917,Q3   2022,RXW,6.945549441
1918,Q3   2022,RYJ,7.142121583
1919,Q3   2022,RYR,8.419527154
1920,Q4   2018,R0A,7.45643474
1921,Q4   2018,R1F,8.46062192
1922,Q4   2018,R1H,6.58269901
1923,Q4   2018,R1K,6.939963208
1924,Q4   2018,RA2,5.751432769
1925,Q4   2018,RA4,6.041219262
1926,Q4   2018,RA7,5.961233338
1927,Q4   2018,RA9,5.58588538
1928,Q4   2018,RAE,4.976882702
1929,Q4   2018,RAJ,5.241748572
1930,Q4   2018,RAL,6.342495617
1931,Q4   2018,RAP,6.546412966
1932,Q4   2018,RAS,6.030881139
1933,Q4   2018,RAX,5.272244184
1934,Q4   2018,RBK,6.285074451
1935,Q4   2018,RBL,6.734530885
1936,Q4   2018,RBN,5.962723653
1937,Q4   2018,RBT,6.897909486
1938,Q4   2018,RBZ,5.194452298
1939,Q4   2018,RC9,6.050055067
1940,Q4   2018,RCB,6.675311395
1941,Q4   2018,RCD,6.45336228
1942,Q4   2018,RCF,6.444839949
1943,Q4   2018,RCX,5.837181438
1944,Q4   2018,RD1,6.076988052
1945,Q4   2018,RD8,6.819679394
1946,Q4   2018,RDE,6.244105421
1947,Q4   2018,RDU,6.151409317
1948,Q4   2018,REF,5.575982004
1949,Q4   2018,REM,6.570345951
1950,Q4   2018,RF4,6.587710856
1951,Q4   2018,RFF,4.669370008
1952,Q4   2018,RFR,5.287656829
1953,Q4   2018,RFS,5.505669918
1954,Q4   2018,RGN,5.885029056
1955,Q4   2018,RGP,6.539773827
1956,Q4   2018,RGR,6.196393081
1957,Q4   2018,RGT,7.252740265
1958,Q4   2018,RH5,39.24983527
1959,Q4   2018,RH8,6.520078498
1960,Q4   2018,RHM,7.109933542
1961,Q4   2018,RHQ,6.684822485
1962,Q4   2018,RHU,6.869432705
1963,Q4   2018,RHW,5.933777725
1964,Q4   2018,RJ1,5.689471353
1965,Q4   2018,RJ2,7.008513785
1966,Q4   2018,RJ6,6.993638738
1967,Q4   2018,RJ7,6.397727005
1968,Q4   2018,RJC,6.18419235
1969,Q4   2018,RJE,6.337726554
1970,Q4   2018,RJL,6.403499913
1971,Q4   2018,RJN,7.512952553
1972,Q4   2018,RJR,7.772457618
1973,Q4   2018,RJZ,7.521518012
1974,Q4   2018,RK5,6.436009498
1975,Q4   2018,RK9,6.090686696
1976,Q4   2018,RKB,6.674294122
1977,Q4   2018,RKE,6.806604395
1978,Q4   2018,RL4,7.418637522
1979,Q4   2018,RLQ,6.634931097
1980,Q4   2018,RLT,6.463211804
1981,Q4   2018,RM1,5.857476511
1982,Q4   2018,RM3,8.162743984
1983,Q4   2018,RMC,5.90584018
1984,Q4   2018,RMP,6.33185857
1985,Q4   2018,RN3,5.735905282
1986,Q4   2018,RN5,6.61578356
1987,Q4   2018,RN7,6.660777993
1988,Q4   2018,RNA,6.321796777
1989,Q4   2018,RNN,43.33996495
1990,Q4   2018,RNQ,7.157554579
1991,Q4   2018,RNS,6.739491877
1992,Q4   2018,RNZ,6.763046682
1993,Q4   2018,RP5,6.12319086
1994,Q4   2018,RPA,6.166336518
1995,Q4   2018,RQM,5.843838423
1996,Q4   2018,RQW,6.293816225
1997,Q4   2018,RQX,5.818874696
1998,Q4   2018,RR7,6.929791446
1999,Q4   2018,RR8,7.80778103
2000,Q4   2018,RRF,4.956172099
2001,Q4   2018,RRK,6.394715748
2002,Q4   2018,RRV,6.798500564
2003,Q4   2018,RTD,6.400552704
2004,Q4   2018,RTE,5.65388646
2005,Q4   2018,RTF,6.316254591
2006,Q4   2018,RTG,5.991955054
2007,Q4   2018,RTH,5.287071109
2008,Q4   2018,RTK,5.540824705
2009,Q4   2018,RTP,7.106963498
2010,Q4   2018,RTR,6.268163074
2011,Q4   2018,RTX,6.816381698
2012,Q4   2018,RVJ,6.736060114
2013,Q4   2018,RVR,6.494745272
2014,Q4   2018,RVV,6.174494839
2015,Q4   2018,RVW,5.266212184
2016,Q4   2018,RVY,6.758832114
2017,Q4   2018,RWA,5.961478478
2018,Q4   2018,RWD,6.46584821
2019,Q4   2018,RWE,5.947383251
2020,Q4   2018,RWF,5.935430499
2021,Q4   2018,RWG,6.382817571
2022,Q4   2018,RWH,5.383490116
2023,Q4   2018,RWJ,6.764438825
2024,Q4   2018,RWP,6.091703576
2025,Q4   2018,RWW,6.750418815
2026,Q4   2018,RWY,5.473182459
2027,Q4   2018,RX1,6.414936509
2028,Q4   2018,RXC,7.252131197
2029,Q4   2018,RXF,6.474120412
2030,Q4   2018,RXK,5.458665334
2031,Q4   2018,RXL,7.760859284
2032,Q4   2018,RXN,7.008258083
2033,Q4   2018,RXP,5.948980763
2034,Q4   2018,RXQ,7.314855511
2035,Q4   2018,RXR,6.838469681
2036,Q4   2018,RXW,5.704833266
2037,Q4   2018,RYJ,6.614894994
2038,Q4   2018,RYR,6.870667822
2039,Q4   2019,R0A,7.218269105
2040,Q4   2019,R0B,6.865753331
2041,Q4   2019,R1F,8.145684707
2042,Q4   2019,R1H,6.587278122
2043,Q4   2019,R1K,6.821807869
2044,Q4   2019,RA2,5.619182616
2045,Q4   2019,RA4,6.329656266
2046,Q4   2019,RA7,6.182701504
2047,Q4   2019,RA9,5.672867526
2048,Q4   2019,RAE,4.994949377
2049,Q4   2019,RAJ,5.74069992
2050,Q4   2019,RAL,6.796142397
2051,Q4   2019,RAP,6.642327212
2052,Q4   2019,RAS,6.378308709
2053,Q4   2019,RAX,5.531734633
2054,Q4   2019,RBK,6.330723829
2055,Q4   2019,RBL,7.346095559
2056,Q4   2019,RBN,5.950574841
2057,Q4   2019,RBT,6.942976407
2058,Q4   2019,RBZ,5.330014023
2059,Q4   2019,RC9,5.842808265
2060,Q4   2019,RCB,6.299001836
2061,Q4   2019,RCD,6.55543517
2062,Q4   2019,RCF,6.578157856
2063,Q4   2019,RCX,5.650850898
2064,Q4   2019,RD1,6.199883221
2065,Q4   2019,RD8,7.002551366
2066,Q4   2019,RDE,6.175574335
2067,Q4   2019,RDU,6.236473579
2068,Q4   2019,REF,5.80349518
2069,Q4   2019,REM,6.766038045
2070,Q4   2019,RF4,6.872593055
2071,Q4   2019,RFF,4.592212267
2072,Q4   2019,RFR,5.54434452
2073,Q4   2019,RFS,5.823569581
2074,Q4   2019,RGN,6.386637337
2075,Q4   2019,RGP,7.2563956
2076,Q4   2019,RGR,6.153857462
2077,Q4   2019,RGT,7.216519462
2078,Q4   2019,RH5,45.56496252
2079,Q4   2019,RH8,6.704346186
2080,Q4   2019,RHM,7.076248218
2081,Q4   2019,RHQ,6.399426598
2082,Q4   2019,RHU,6.661915299
2083,Q4   2019,RHW,5.890416089
2084,Q4   2019,RJ1,5.727878975
2085,Q4   2019,RJ2,7.110639318
2086,Q4   2019,RJ6,7.396629031
2087,Q4   2019,RJ7,6.637233144
2088,Q4   2019,RJC,6.629544932
2089,Q4   2019,RJE,6.559527152
2090,Q4   2019,RJL,6.374145364
2091,Q4   2019,RJN,7.652301676
2092,Q4   2019,RJR,7.466865569
2093,Q4   2019,RJZ,7.315612887
2094,Q4   2019,RK5,5.748813432
2095,Q4   2019,RK9,6.475996671
2096,Q4   2019,RKB,6.98341573
2097,Q4   2019,RKE,7.245842166
2098,Q4   2019,RL4,7.139547446
2099,Q4   2019,RLQ,6.123895809
2100,Q4   2019,RLT,7.155713093
2101,Q4   2019,RM1,6.238750145
2102,Q4   2019,RM3,8.555094389
2103,Q4   2019,RMC,6.372045921
2104,Q4   2019,RMP,6.395688955
2105,Q4   2019,RN3,6.272395978
2106,Q4   2019,RN5,6.366323591
2107,Q4   2019,RN7,6.414489033
2108,Q4   2019,RNA,6.31716994
2109,Q4   2019,RNN,7.270449393
2110,Q4   2019,RNQ,7.036329624
2111,Q4   2019,RNS,6.902858062
2112,Q4   2019,RNZ,7.082767164
2113,Q4   2019,RP5,5.837894174
2114,Q4   2019,RPA,6.393081814
2115,Q4   2019,RQM,5.976529101
2116,Q4   2019,RQW,6.352446658
2117,Q4   2019,RQX,5.786979987
2118,Q4   2019,RR7,6.767635687
2119,Q4   2019,RR8,7.548609453
2120,Q4   2019,RRF,5.097398138
2121,Q4   2019,RRK,6.604818091
2122,Q4   2019,RRV,6.807566448
2123,Q4   2019,RTD,6.461075208
2124,Q4   2019,RTE,5.618005568
2125,Q4   2019,RTF,5.912930681
2126,Q4   2019,RTG,6.135430337
2127,Q4   2019,RTH,5.601775188
2128,Q4   2019,RTK,5.936412546
2129,Q4   2019,RTP,7.18586404
2130,Q4   2019,RTR,6.64844857
2131,Q4   2019,RTX,6.73824371
2132,Q4   2019,RVJ,6.403504673
2133,Q4   2019,RVR,5.866153523
2134,Q4   2019,RVV,6.396422609
2135,Q4   2019,RVW,5.443995739
2136,Q4   2019,RVY,6.704773069
2137,Q4   2019,RWA,6.016228084
2138,Q4   2019,RWD,6.171870067
2139,Q4   2019,RWE,5.850992962
2140,Q4   2019,RWF,5.692994604
2141,Q4   2019,RWG,6.111484785
2142,Q4   2019,RWH,5.338328279
2143,Q4   2019,RWJ,7.017450169
2144,Q4   2019,RWP,6.072388643
2145,Q4   2019,RWW,6.491967286
2146,Q4   2019,RWY,5.596577776
2147,Q4   2019,RX1,6.636717106
2148,Q4   2019,RXC,6.771224525
2149,Q4   2019,RXF,6.469133735
2150,Q4   2019,RXK,5.904214905
2151,Q4   2019,RXL,7.499818267
2152,Q4   2019,RXN,7.162348959
2153,Q4   2019,RXP,5.967519819
2154,Q4   2019,RXQ,7.550512664
2155,Q4   2019,RXR,6.851985314
2156,Q4   2019,RXW,5.844478346
2157,Q4   2019,RYJ,6.778408322
2158,Q4   2019,RYR,6.916626665
2159,Q4   2020,R0A,7.253374103
2160,Q4   2020,R0B,5.890158058
2161,Q4   2020,R0D,0
2162,Q4   2020,R1F,6.346868951
2163,Q4   2020,R1H,6.190019515
2164,Q4   2020,R1K,6.382111531
2165,Q4   2020,RA2,5.150679547
2166,Q4   2020,RA4,6.829293245
2167,Q4   2020,RA7,6.406341801
2168,Q4   2020,RA9,5.686794309
2169,Q4   2020,RAE,5.538510413
2170,Q4   2020,RAJ,6.036838332
2171,Q4   2020,RAL,6.074341417
2172,Q4   2020,RAP,6.946218536
2173,Q4   2020,RAS,5.961137182
2174,Q4   2020,RAX,5.73960442
2175,Q4   2020,RBK,5.706206454
2176,Q4   2020,RBL,6.662618459
2177,Q4   2020,RBN,5.815491565
2178,Q4   2020,RBT,6.415066713
2179,Q4   2020,RBZ,5.476348245
2180,Q4   2020,RC9,5.819170173
2181,Q4   2020,RCB,5.816679832
2182,Q4   2020,RCD,5.749598461
2183,Q4   2020,RCF,6.487528588
2184,Q4   2020,RCX,6.637340191
2185,Q4   2020,RD1,5.806964004
2186,Q4   2020,RD8,6.134162006
2187,Q4   2020,RDE,5.824370602
2188,Q4   2020,RDU,6.28869025
2189,Q4   2020,REF,5.756718995
2190,Q4   2020,REM,7.491681811
2191,Q4   2020,RF4,6.443162064
2192,Q4   2020,RFF,5.656275011
2193,Q4   2020,RFR,6.089245597
2194,Q4   2020,RFS,5.156155689
2195,Q4   2020,RGN,7.088328519
2196,Q4   2020,RGP,7.78947254
2197,Q4   2020,RGR,6.946419402
2198,Q4   2020,RGT,7.704900769
2199,Q4   2020,RH5,8.145628269
2200,Q4   2020,RH8,6.437814336
2201,Q4   2020,RHM,6.200641128
2202,Q4   2020,RHQ,7.080500334
2203,Q4   2020,RHU,6.079767762
2204,Q4   2020,RHW,5.516943718
2205,Q4   2020,RJ1,6.121053956
2206,Q4   2020,RJ2,6.606326935
2207,Q4   2020,RJ6,7.325664276
2208,Q4   2020,RJ7,6.999615806
2209,Q4   2020,RJC,5.985824946
2210,Q4   2020,RJE,6.40650445
2211,Q4   2020,RJL,6.641100228
2212,Q4   2020,RJN,7.200524832
2213,Q4   2020,RJR,7.855578378
2214,Q4   2020,RJZ,7.45508788
2215,Q4   2020,RK5,5.532656607
2216,Q4   2020,RK9,6.757109933
2217,Q4   2020,RKB,6.132241434
2218,Q4   2020,RKE,6.299621106
2219,Q4   2020,RL4,6.925685912
2220,Q4   2020,RLQ,6.097143846
2221,Q4   2020,RLT,6.133842424
2222,Q4   2020,RM1,6.262877695
2223,Q4   2020,RM3,8.250226194
2224,Q4   2020,RMC,6.336284019
2225,Q4   2020,RMP,5.97414999
2226,Q4   2020,RN3,5.879923055
2227,Q4   2020,RN5,6.046448119
2228,Q4   2020,RN7,6.3956133
2229,Q4   2020,RNA,6.557400734
2230,Q4   2020,RNN,7.770940051
2231,Q4   2020,RNQ,6.834510324
2232,Q4   2020,RNS,6.688803729
2233,Q4   2020,RNZ,7.602608693
2234,Q4   2020,RP5,7.03287162
2235,Q4   2020,RPA,6.20939852
2236,Q4   2020,RQM,5.74034275
2237,Q4   2020,RQW,5.959981301
2238,Q4   2020,RQX,5.830872725
2239,Q4   2020,RR7,6.655109855
2240,Q4   2020,RR8,7.53231143
2241,Q4   2020,RRF,5.61730511
2242,Q4   2020,RRK,6.401877668
2243,Q4   2020,RRV,7.08194027
2244,Q4   2020,RTD,6.089110964
2245,Q4   2020,RTE,5.863395923
2246,Q4   2020,RTF,5.521896688
2247,Q4   2020,RTG,6.045780744
2248,Q4   2020,RTH,5.828478453
2249,Q4   2020,RTK,6.230928624
2250,Q4   2020,RTP,6.563540707
2251,Q4   2020,RTR,6.418771477
2252,Q4   2020,RTX,7.209662828
2253,Q4   2020,RVJ,6.685617918
2254,Q4   2020,RVR,5.989355127
2255,Q4   2020,RVV,6.014031762
2256,Q4   2020,RVW,5.583369064
2257,Q4   2020,RVY,6.473106384
2258,Q4   2020,RWA,6.432910435
2259,Q4   2020,RWD,6.688680259
2260,Q4   2020,RWE,5.952597227
2261,Q4   2020,RWF,5.460864179
2262,Q4   2020,RWG,6.019417683
2263,Q4   2020,RWH,5.596173417
2264,Q4   2020,RWJ,6.884324223
2265,Q4   2020,RWP,5.172735641
2266,Q4   2020,RWW,6.982205163
2267,Q4   2020,RWY,5.629472045
2268,Q4   2020,RX1,6.530137427
2269,Q4   2020,RXC,6.680764904
2270,Q4   2020,RXF,6.049431824
2271,Q4   2020,RXK,5.950743731
2272,Q4   2020,RXL,7.913946602
2273,Q4   2020,RXN,7.034302915
2274,Q4   2020,RXP,5.885742266
2275,Q4   2020,RXQ,7.121387042
2276,Q4   2020,RXR,6.991244727
2277,Q4   2020,RXW,5.726410954
2278,Q4   2020,RYJ,6.793266258
2279,Q4   2020,RYR,6.428662749
2280,Q4   2021,R0A,6.989772887
2281,Q4   2021,R0B,6.369635449
2282,Q4   2021,R0D,0
2283,Q4   2021,R1F,6.997361628
2284,Q4   2021,R1H,6.999262345
2285,Q4   2021,R1K,6.441438542
2286,Q4   2021,RA2,5.663250529
2287,Q4   2021,RA4,7.141390661
2288,Q4   2021,RA7,6.875464136
2289,Q4   2021,RA9,7.399239811
2290,Q4   2021,RAE,5.784312169
2291,Q4   2021,RAJ,6.680075065
2292,Q4   2021,RAL,6.649168099
2293,Q4   2021,RAP,7.723685904
2294,Q4   2021,RAS,6.548625168
2295,Q4   2021,RAX,6.531365425
2296,Q4   2021,RBK,5.999241116
2297,Q4   2021,RBL,7.267608576
2298,Q4   2021,RBN,6.503475034
2299,Q4   2021,RBT,7.16461992
2300,Q4   2021,RBZ,6.190365792
2301,Q4   2021,RC9,6.098506106
2302,Q4   2021,RCB,6.454313676
2303,Q4   2021,RCD,7.542343458
2304,Q4   2021,RCF,6.393391745
2305,Q4   2021,RCX,6.556734726
2306,Q4   2021,RD1,5.962576111
2307,Q4   2021,RD8,6.636232164
2308,Q4   2021,RDE,6.653874318
2309,Q4   2021,RDU,6.992440529
2310,Q4   2021,REF,7.085215322
2311,Q4   2021,REM,7.583090966
2312,Q4   2021,RF4,6.78808455
2313,Q4   2021,RFF,5.368840045
2314,Q4   2021,RFR,6.171402002
2315,Q4   2021,RFS,5.354050421
2316,Q4   2021,RGN,7.162176607
2317,Q4   2021,RGP,8.377336852
2318,Q4   2021,RGR,7.419304431
2319,Q4   2021,RGT,7.994679326
2320,Q4   2021,RH5,9.710583963
2321,Q4   2021,RH8,6.823124015
2322,Q4   2021,RHM,6.806562386
2323,Q4   2021,RHQ,7.236666097
2324,Q4   2021,RHU,6.604351558
2325,Q4   2021,RHW,5.761935817
2326,Q4   2021,RJ1,6.260500148
2327,Q4   2021,RJ2,7.20109372
2328,Q4   2021,RJ6,9.21963767
2329,Q4   2021,RJ7,8.086213174
2330,Q4   2021,RJC,6.590904982
2331,Q4   2021,RJE,6.734199539
2332,Q4   2021,RJL,6.379335578
2333,Q4   2021,RJN,9.178124961
2334,Q4   2021,RJR,8.332190066
2335,Q4   2021,RJZ,7.832364168
2336,Q4   2021,RK5,6.398827756
2337,Q4   2021,RK9,8.289709642
2338,Q4   2021,RKB,6.551494974
2339,Q4   2021,RKE,7.224857706
2340,Q4   2021,RL4,6.874325901
2341,Q4   2021,RLQ,7.023747721
2342,Q4   2021,RLT,7.45330732
2343,Q4   2021,RM1,7.254820361
2344,Q4   2021,RM3,7.517099758
2345,Q4   2021,RMC,6.354102712
2346,Q4   2021,RMP,7.021152748
2347,Q4   2021,RN3,6.147684187
2348,Q4   2021,RN5,6.017970435
2349,Q4   2021,RN7,6.829583739
2350,Q4   2021,RNA,7.099774723
2351,Q4   2021,RNN,7.576201283
2352,Q4   2021,RNQ,8.060016733
2353,Q4   2021,RNS,7.09782979
2354,Q4   2021,RNZ,7.930047648
2355,Q4   2021,RP5,6.767096838
2356,Q4   2021,RPA,6.830573479
2357,Q4   2021,RQM,6.533777354
2358,Q4   2021,RQW,6.495397103
2359,Q4   2021,RQX,6.039049522
2360,Q4   2021,RR7,6.854342048
2361,Q4   2021,RR8,7.532506681
2362,Q4   2021,RRF,5.531339057
2363,Q4   2021,RRK,6.862929697
2364,Q4   2021,RRV,6.918792474
2365,Q4   2021,RTD,6.739976076
2366,Q4   2021,RTE,6.787650423
2367,Q4   2021,RTF,5.834611243
2368,Q4   2021,RTG,6.270115021
2369,Q4   2021,RTH,6.321066338
2370,Q4   2021,RTK,6.288635977
2371,Q4   2021,RTP,7.428178602
2372,Q4   2021,RTR,6.653831202
2373,Q4   2021,RTX,6.879354471
2374,Q4   2021,RVJ,7.12255023
2375,Q4   2021,RVR,6.554462609
2376,Q4   2021,RVV,6.5822775
2377,Q4   2021,RVW,5.361085563
2378,Q4   2021,RVY,6.717716015
2379,Q4   2021,RWA,6.937340641
2380,Q4   2021,RWD,7.119474515
2381,Q4   2021,RWE,6.676187694
2382,Q4   2021,RWF,5.771081969
2383,Q4   2021,RWG,6.058933512
2384,Q4   2021,RWH,6.272434182
2385,Q4   2021,RWJ,7.24570489
2386,Q4   2021,RWP,5.91076009
2387,Q4   2021,RWW,7.165189231
2388,Q4   2021,RWY,6.023077996
2389,Q4   2021,RX1,6.988009754
2390,Q4   2021,RXC,7.73702647
2391,Q4   2021,RXF,6.618544891
2392,Q4   2021,RXK,6.137733467
2393,Q4   2021,RXL,8.236939069
2394,Q4   2021,RXN,7.690549435
2395,Q4   2021,RXP,6.313790143
2396,Q4   2021,RXQ,7.565152614
2397,Q4   2021,RXR,6.888016288
2398,Q4   2021,RXW,6.383730067
2399,Q4   2021,RYJ,7.183215885
2400,Q4   2021,RYR,7.773194933
2401,Q4   2022,R0A,8.729835098
2402,Q4   2022,R0B,7.440612473
2403,Q4   2022,R0D,0
2404,Q4   2022,R1F,9.464072032
2405,Q4   2022,R1H,8.021777906
2406,Q4   2022,R1K,6.83602955
2407,Q4   2022,RA2,6.675640947
2408,Q4   2022,RA4,7.774978661
2409,Q4   2022,RA7,7.298841644
2410,Q4   2022,RA9,7.006161914
2411,Q4   2022,RAE,6.337676005
2412,Q4   2022,RAJ,7.835738713
2413,Q4   2022,RAL,7.576985594
2414,Q4   2022,RAP,9.087286001
2415,Q4   2022,RAS,7.071993922
2416,Q4   2022,RAX,7.114159288
2417,Q4   2022,RBK,6.541319051
2418,Q4   2022,RBL,7.830727853
2419,Q4   2022,RBN,6.911769075
2420,Q4   2022,RBT,7.529888698
2421,Q4   2022,RC9,6.532304744
2422,Q4   2022,RCB,7.04260863
2423,Q4   2022,RCD,7.604369862
2424,Q4   2022,RCF,6.703197815
2425,Q4   2022,RCX,8.657948618
2426,Q4   2022,RD1,6.438894642
2427,Q4   2022,RD8,7.823991314
2428,Q4   2022,RDE,7.102216093
2429,Q4   2022,REF,7.126539052
2430,Q4   2022,REM,8.52741983
2431,Q4   2022,RF4,7.563707439
2432,Q4   2022,RFF,5.95526504
2433,Q4   2022,RFR,6.351648253
2434,Q4   2022,RFS,6.805393813
2435,Q4   2022,RGN,7.732965355
2436,Q4   2022,RGP,9.2124346
2437,Q4   2022,RGR,8.002217745
2438,Q4   2022,RGT,8.884813076
2439,Q4   2022,RH5,9.627039023
2440,Q4   2022,RH8,7.264746944
2441,Q4   2022,RHM,7.304888748
2442,Q4   2022,RHQ,7.40569221
2443,Q4   2022,RHU,6.924427939
2444,Q4   2022,RHW,6.174854004
2445,Q4   2022,RJ1,6.552462979
2446,Q4   2022,RJ2,8.109438055
2447,Q4   2022,RJ6,8.768139485
2448,Q4   2022,RJ7,8.550975526
2449,Q4   2022,RJC,6.931484421
2450,Q4   2022,RJE,6.926539772
2451,Q4   2022,RJL,6.624349064
2452,Q4   2022,RJN,10.10859142
2453,Q4   2022,RJR,8.753236584
2454,Q4   2022,RJZ,8.695945803
2455,Q4   2022,RK5,7.389312047
2456,Q4   2022,RK9,8.974657273
2457,Q4   2022,RKB,6.933796372
2458,Q4   2022,RKE,8.185000454
2459,Q4   2022,RL4,6.84281101
2460,Q4   2022,RLQ,7.480191411
2461,Q4   2022,RLT,7.891481781
2462,Q4   2022,RM1,8.048393987
2463,Q4   2022,RM3,8.22203704
2464,Q4   2022,RMC,7.532464862
2465,Q4   2022,RMP,7.011114872
2466,Q4   2022,RN3,6.492908864
2467,Q4   2022,RN5,7.254659302
2468,Q4   2022,RN7,7.404129855
2469,Q4   2022,RNA,7.271008881
2470,Q4   2022,RNN,8.826967718
2471,Q4   2022,RNQ,7.405198916
2472,Q4   2022,RNS,8.202259348
2473,Q4   2022,RNZ,8.637496728
2474,Q4   2022,RP5,7.221728363
2475,Q4   2022,RPA,7.922843438
2476,Q4   2022,RQM,6.867258575
2477,Q4   2022,RQW,7.584021507
2478,Q4   2022,RQX,6.439876344
2479,Q4   2022,RR7,8.078017661
2480,Q4   2022,RR8,8.95110068
2481,Q4   2022,RRF,6.547688363
2482,Q4   2022,RRK,6.990741788
2483,Q4   2022,RRV,7.941659392
2484,Q4   2022,RTD,7.104492736
2485,Q4   2022,RTE,7.717086849
2486,Q4   2022,RTF,5.826059689
2487,Q4   2022,RTG,6.913713761
2488,Q4   2022,RTH,6.696778471
2489,Q4   2022,RTK,6.506616987
2490,Q4   2022,RTP,8.966734006
2491,Q4   2022,RTR,7.508517409
2492,Q4   2022,RTX,8.395692626
2493,Q4   2022,RVJ,7.303199675
2494,Q4   2022,RVR,7.241607899
2495,Q4   2022,RVV,8.503165526
2496,Q4   2022,RVW,5.3949696
2497,Q4   2022,RVY,7.93673321
2498,Q4   2022,RWA,7.986374217
2499,Q4   2022,RWD,7.605214753
2500,Q4   2022,RWE,6.755162406
2501,Q4   2022,RWF,6.069113101
2502,Q4   2022,RWG,6.632894606
2503,Q4   2022,RWH,6.290081816
2504,Q4   2022,RWJ,7.387784557
2505,Q4   2022,RWP,6.491243064
2506,Q4   2022,RWW,7.060250443
2507,Q4   2022,RWY,6.143737425
2508,Q4   2022,RX1,7.578936959
2509,Q4   2022,RXC,9.443871885
2510,Q4   2022,RXF,6.884796744
2511,Q4   2022,RXK,6.202113506
2512,Q4   2022,RXL,9.128170456
2513,Q4   2022,RXN,8.224975329
2514,Q4   2022,RXP,6.618684717
2515,Q4   2022,RXQ,8.578737553
2516,Q4   2022,RXR,7.768453881
2517,Q4   2022,RXW,6.859402819
2518,Q4   2022,RYJ,7.692446258
2519,Q4   2022,RYR,9.077788476
